Cluster,Family,Genus,Species,RecordID
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,4
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,5
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,6
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,7
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
1,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
1,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
1,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
2,Leptodactylidae,Adenomera,AdenomeraAndre,8
